Product Name ,Product Cost,feedback ,Link,Product_Img_Link,Details
PANTENE Silky Smooth Care Shampoo Plus Conditioner  (2 Items in the set),1124.8,flipkart is just amazing I got this combo just for 252 in big billion days thank u so much flipkart and the seller :- Save money product :- Amazing... this is my 2nd purchase,https://www.flipkart.com/pantene-silky-smooth-care-shampoo-plus-conditioner/p/itme324096c8c109?pid=CBKFJRYBNQY5TWEZ&lid=LSTCBKFJRYBNQY5TWEZG1IN9B&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_25_968&otracker=search&fm=organic&iid=en_L%2BUkk9L7GndS6DHcqkQL3Bz60u%2BKJaxwwwWKEd55A9zG2CJc9Urkkz3KEcqokEelsVX5l3gqiGAVOFfCw5TTeQ%3D%3D&ppt=None&ppn=None&ssid=6z6qcgjyv40000001687547504256&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/k1i6ikw0/combo-kit/w/e/z/silky-smooth-care-shampoo-plus-conditioner-4914430952299-pantene-original-imafh258qthzdmuf.jpeg?q=70,"Shampoo and condition your hair the right way with the unique blend of the age-old secret - Fermented Rice Water and Pantene's Signature Pro-Vitamin Formula - your ultimate weapon against hairfall problems. The unique formula, nourishes your hair, giving advanced hair fall protection from the first wash itself. Pair the�Pantene Silky Smooth Care Shampoowith the�Pantene Silky Smooth Care Conditioner for the perfect regimen for silky smooth's & nourished hair also giving you long lasting�hair fall�protection.Model Number	4914430952299
Sales Package	1 Shampoo, Conditioner
Ideal For	Men & Women
Type	Hair Care Combo
Net Quantity	2Pack of: 2 For: Men & Women Includes Hair Care Combo"
Phillauri Red Onion Black Seed Oil Ultimate Hair Care Kit (Shampoo + Hair Conditioner + Hair Oil)  (3 Items in the set),398.40000000000003,"It is best combo for hair and it gives nice shine and long hair and also regrowth long hair nice price and worthy product :- One of the best combo in this price range. Onion oil is good for hair strength. Shampoo gives a good shine. The conditioner is also good. Good experience. :- The smell of this kit is absolutely wonderful. It's not overpowering or artificial, but rather a subtle and natural scent that lingers in your hair throughout the day.When I use the shampoo, it lathers well and makes my hair feel clean without stripping it of its natural oils. The conditioner is thick and luxurious, and leaves my hair feeling silky and smooth.I noticed that my hair was significantly less frizzy and had more shine. And after several weeks, I've noticed a real improvement in ...",https://www.flipkart.com/phillauri-red-onion-black-seed-oil-ultimate-hair-care-kit-shampoo-conditioner-oil/p/itmedd9f559bf45e?pid=CBKGF6HDHFTZGV8F&lid=LSTCBKGF6HDHFTZGV8FYR7SER&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_25_971&otracker=search&fm=organic&iid=en_L%2BUkk9L7GndS6DHcqkQL3Bz60u%2BKJaxwwwWKEd55A9y5VP8e0zVOmzYbf9lJ71HbcehkWfmoanwrKZ1mvqXTfg%3D%3D&ppt=None&ppn=None&ssid=6z6qcgjyv40000001687547504256&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/xif0q/combo-kit/n/c/2/red-onion-black-seed-oil-ultimate-hair-care-kit-shampoo-hair-original-imagphux8akvfxrx.jpeg?q=70,"Get strong and lustrous hair with PHILLAURI Ultimate Onion Oil Hair Kit. This kit contains Onion Oil Shampoo, Onion Oil Conditioner and Onion Hair Oil which helps to revive your tired scalp and hair. Red onion extract, black seed oil aid in rejuvenating tired scalp and weak hair. This red onion extract and black seed oil infused in the shampoo, conditioner & hair oil improves circulation to the scalp and roots. The ultimate kit works on your hair to cleanse away buildup and improve quality of strands. It helps to give strong, lustrous hair and keep it healthy. It aids in moisturizing the scalp and helps nourish the roots. Contains no parabens, sulphates, color or silicones and helps to deliver maximum benefit.Model Number	Red Onion Black Seed Oil Hair Care Kit (Shampoo + Hair Conditioner + Hair Oil)
Sales Package	100ml Blackseed Onion Hair Oil, 300ml Red Onion Shampoo, 300ml Hair Conditioner
Ideal For	Men & Women
Type	Hair Care Combo
Country of Origin	INDIA
Net Quantity	3Pack of: 3 For: Men & Women Includes Hair Care Combo Organic Product For Professional Care"
Sunny Herbals Arnica SHAMPOO with Extra Conditioner(Pack of 3)  (150 ml),760.0,Nice  shampoo I loved it :- Super product i loved it .. :- Very good product,https://www.flipkart.com/sunny-herbals-arnica-shampoo-extra-conditioner-pack-3/p/itm3ed5bad90e47f?pid=SMPFJ4D2UTPZYXFG&lid=LSTSMPFJ4D2UTPZYXFGYHMBLW&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_25_974&otracker=search&fm=organic&iid=faeac1f5-f2e6-4ab0-9109-f8835f719817.SMPFJ4D2UTPZYXFG.SEARCH&ppt=None&ppn=None&ssid=6z6qcgjyv40000001687547504256&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/jz05rww0/shampoo/x/f/g/150-arnica-shampoo-with-extra-conditioner-pack-of-3-sunny-original-imafj4haxtmkcjab.jpeg?q=70,"A unique formula with nutritive properties that helps control falling of hair & dandruff, gently & naturlly, besides bringing back moisture &shine to hair. A ph balanced shampoo which keeps hair fresh leaving them soft, lustrous & healthier, with a fragrance that's French.Applied For	Anti-dandruff, Anti-hair Fall
Hair Type	All Hair Types
Composition	Arnica, China & Cantharis
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	3Anti-dandruff, Anti-hair Fall Shampoo Ideal For: Men & Women Suitable For: All Hair Types Composition: Arnica, China & Cantharis"
ODDEVEN Keratin Smooth Shampoo With Keratin Smooth Conditioner (2 Items in the set) (2 Items in the Set)  (2 Items in the set),718.4000000000001,"I loed this combo of keratin shampoo and conditioner , its quality is very good and it makes my hairs soft , silky and shiny :- Not gud .... hairs got dry after using  this shampoo :- Nice product",https://www.flipkart.com/oddeven-keratin-smooth-shampoo-conditioner-2-items-set/p/itmd5919894ed9db?pid=CBKGDRPYHYZG6GT8&lid=LSTCBKGDRPYHYZG6GT8LWM7GU&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_25_976&otracker=search&fm=organic&iid=faeac1f5-f2e6-4ab0-9109-f8835f719817.CBKGDRPYHYZG6GT8.SEARCH&ppt=None&ppn=None&ssid=6z6qcgjyv40000001687547504256&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/l2f20sw0/combo-kit/e/y/y/keratin-smooth-shampoo-with-keratin-smooth-conditioner-2-items-original-imagdrpynzuf7hrn.jpeg?q=70,"ODDEVEN Keratin Smooth Shampoo + Conditioner Combo Contains: ODDEVEN Keratin Smooth Conditioner with infused with the power of keratin along with the nourishing effects of argan oil . Makes hair straighter, smoother and controls frizz ,Suitable for both, natural as well as chemically treated hair.Model Number	ODDEVENKT
Sales Package	1
Ideal For	Men & Women
Type	Hair Care Combo
Net Quantity	2Pack of: 2 For: Men & Women Includes Hair Care Combo Organic Product For Professional Care"
Indus Valley Onion Hairfall Control Shampoo with Conditioner for Hair Growth and Damage Control  (200 ml),590.4,"I just got this one at the right time and i am much happy now using this. Having great product quality and fragrance and effect too. Im having this for long for sure. Love this. Best one to buy. :- Its awesome, I'm jstt loved this one, after using this my hairs get very smooth, silky and more shiny😍 must buy guys❤️ :- The pruduct work amazing . The texture of the shampoo is soo good , especially the fragrance.. I love the result just by using it for a week. Must try the pruduct.",https://www.flipkart.com/indus-valley-onion-hairfall-control-shampoo-conditioner-hair-growth-damage/p/itm343a38cda2b43?pid=SMPG283X2GB4F3GD&lid=LSTSMPG283X2GB4F3GDFPJAE4&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_25_980&otracker=search&fm=organic&iid=faeac1f5-f2e6-4ab0-9109-f8835f719817.SMPG283X2GB4F3GD.SEARCH&ppt=None&ppn=None&ssid=6z6qcgjyv40000001687547504256&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/ko4ni4w0/shampoo/m/7/5/200-onion-hairfall-control-shampoo-with-conditioner-for-hair-original-imag2nf37mtsbu7u.jpeg?q=70,"Indus Valley’s Onion Hair Fall Control Shampoo with Conditioner is a mild formulation which is enriched with the goodness of onion extracts that helps to promote hair growth and improves circulation of blood for new hair growth. Onion shampoo helps in stimulating the scalp hair follicles by deep cleansing and hydrating the scalp. Sulphur, potassium, and antioxidants in present in onion extract helps in improving the quality & texture of hair strands. It also helps in repairing damaged and frizzy hair that helps in reducing hair breakage and hair thinning. Onion oil also makes hair silky smooth and lustrous.Applied For	Damage Repair, Deep Conditioning, Daily Care, Anti-hair Fall, Scalp Cleansing, Anti-dandruff, Frizz Control, Hair Volumizing, Restore & Renew
Hair Type	All Hair Types
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	1
Country of Origin	IndiaDamage Repair, Deep Conditioning, Daily Care, Anti-hair Fall, Scalp Cleansing, Anti-dandruff, Frizz Control, Hair Volumizing, Restore & Renew Shampoo Ideal For: Men & Women Suitable For: All Hair Types"
galway Rupabham Pro Keratin Shampoo+ Conditioner & Rupabham Pro-Keratin Hair Serum - Combo Pack  (250 ml),1358.4,Fantastic product..... :- Good product,https://www.flipkart.com/galway-rupabham-pro-keratin-shampoo-conditioner-pro-keratin-hair-serum-combo-pack/p/itmbfa33d9ce1e14?pid=SMPG5HJPYE5M7GF5&lid=LSTSMPG5HJPYE5M7GF5C6SAEO&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_25_984&otracker=search&fm=organic&iid=faeac1f5-f2e6-4ab0-9109-f8835f719817.SMPG5HJPYE5M7GF5.SEARCH&ppt=None&ppn=None&ssid=6z6qcgjyv40000001687547504256&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/krs40i80/shampoo/a/l/l/250-rupabham-pro-keratin-shampoo-conditioner-pro-keratin-hair-original-imag5hefhzfjrjeb.jpeg?q=70,"With this you can keep your hair healthy and nourished.Applied For	Damage Repair, Deep Conditioning, Hair Shine
Hair Type	All Hair Types
Ideal For	Men & Women
pack_of	2
Country of Origin	INDIADamage Repair, Deep Conditioning, Hair Shine Shampoo Ideal For: Men & Women Suitable For: All Hair Types"
Wroxy Keratin Shampoo and Keratin Conditioner Smooth Therapy  (2 Items in the set),798.4000000000001,"Terrific Purchase! Thank you so much Wroxy for the attractive packaging, Compatible with my hairs, so silky with better smell of the shampoo and conditioner.Along with that the seller send me a box of chocolate as a Diwali gift. very good response and faster delivery.Go for it. :- Though these are not 100% chemical free but cleanse my hair well and for mid length hair with moderate volume 2-3 pump of shampoo works well..i don't know why people say that to cleanse with this shampoo we need to take more amount, that's not the case with me. Overall very satisfied with the price,amount of products,quality :- Everyone wants beautiful, soft, damage free,glossy,smooth hair full of volume. Thats perfection we get from worxy shampoo and conditioner that gives u beautiful glossy,natural hair. affordable hair care products, damage free products. Smells very pleased. Gives hair a very long lasting smooth texture and soft touch...Feels like to keep pampering always....",https://www.flipkart.com/wroxy-keratin-shampoo-conditioner-smooth-therapy/p/itm218a1403f7594?pid=CBKGCTFUFGVHZA2E&lid=LSTCBKGCTFUFGVHZA2ELSI1TE&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_25_990&otracker=search&fm=organic&iid=faeac1f5-f2e6-4ab0-9109-f8835f719817.CBKGCTFUFGVHZA2E.SEARCH&ppt=None&ppn=None&ssid=6z6qcgjyv40000001687547504256&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/l16rde80/combo-kit/w/z/f/keratin-shampoo-and-keratin-conditioner-smooth-therapy-2-keratin-original-imagctfu94ekbzmn.jpeg?q=70,"Wroxy is luxury and premium brand focus on beauty care. Wroxy Keratin Protein Shampoo and conditioner is mixture of premium extract and natural ingredients. It makes your hair healthy, silky and smooth by providing the ultimate nourishment of keratin protein. This shampoo and conditioner is recommended for the daily use for the hair care. Keratin is a kind of protein in hair, which provides strength, flexibility and softness. Wroxy Keratin Shampoo and conditioner is fortified with Keratin protein, which forms a layer over the hair replacing the lost Keratin and rebuilds strength, returns elasticity and reduces breakage. It also contains suitable conditioners to leave hair healthy, shiny and frizz-free.Model Number	Keratin_SMPCON
Sales Package	1 Keratin Smooth Shampoo 200ML, 1 Keratin Smooth Conditioner 200ML
Ideal For	Men & Women
Type	Hair Care Combo
Gift Pack	No
Country of Origin	India
Net Quantity	2Pack of: 2 For: Men & Women Includes Hair Care Combo Organic Product"
WOW SKIN SCIENCE Red Onion Black Seed Oil Shampoo+Conditioner  (2 Items in the set),990.4000000000001,"Really a good product 👌👌👌👌👌And the packing was also good.My hair fall really reduced .It will work just give it some time like use it for minimum 2 months. Initially it didn't gave such a good results as I expected it dried my hair initially so I started using wow onion black seed conditioner so my problem was sorted with it . Now it softens and smoothens my hair . Again it depends upon suitability also. Every hair products don't suits every hair type . But it suits me and my hair pro... :- I'm not quite happy with the product as it lathers very less. I have long hair and when I apply shampoo after oiling, it is not very efficient. The product has nice smell and otherwise is good for short hair but takes lots of pumps for long hair. Less chemicals and good for hairfall. :- It's a Nice product and very fast delivery Thanks to flip card I love this product ❤️❤️❤️I love wow products",https://www.flipkart.com/wow-skin-science-red-onion-black-seed-oil-shampoo-conditioner/p/itmb26709c17168d?pid=CBKFH3N7YBHM8KFT&lid=LSTCBKFH3N7YBHM8KFTIRNAGY&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_25_992&otracker=search&fm=organic&iid=en_L%2BUkk9L7GndS6DHcqkQL3Bz60u%2BKJaxwwwWKEd55A9w5oEbJkfANm66jEIYECXGVeq5gxnDPOIi%2BtMJrXG8kPQ%3D%3D&ppt=None&ppn=None&ssid=6z6qcgjyv40000001687547504256&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/k1jlyfk0/combo-kit/k/f/t/red-onion-black-seed-oil-shampoo-conditioner-8904311902638-wow-original-imafh3pnbzq3ghc5.jpeg?q=70,"Get strong and lustrous hair with WOW Skin Science Red Onion Black Seed Oil Shampoo & Conditioner. This shampoo & conditioner helps to revive your tired scalp and hair. Red onion extract, black seed oil aid in rejuvenating tired scalp and weak hair. Use this shampoo to help improve hair texture and strengthen the strands. This red onion extract and black seed oil infused shampoo & conditioner improves circulation to the scalp and roots. The shampoo & conditioner works on your hair to cleanse away buildup and improve quality of strands It helps to give strong, lustrous hair and keep it healthy. It aids in moisturizing the scalp and helps nourish the roots. Contains no parabens, sulphates, color or silicones and helps to deliver maximum benefitModel Number	8904311902638
Sales Package	Shampoo+Conditioner
Ideal For	Men & Women
Type	Hair Care Combo
Gift Pack	No
Net Quantity	2Pack of: 2 For: Men & Women Includes Hair Care Combo Organic Product For Professional Care"
"TRU HAIR Ayurvedic Hair Oil 110 ml with Tru Heater, Biotin Shampoo+200ml, Biotin Conditioner-200ml and Hair Mask-200gm (Combo Pack)  (5 Items in the set)",2238.4,The poduct was give a good result. :- Very Interesting product,https://www.flipkart.com/tru-hair-ayurvedic-oil-110-ml-heater-biotin-shampoo-200ml-conditioner-200ml-mask-200gm-combo-pack/p/itm71eb132f33b6e?pid=CBKG2C9JVFNUBBHH&lid=LSTCBKG2C9JVFNUBBHHBQA7GJ&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_25_996&otracker=search&fm=organic&iid=faeac1f5-f2e6-4ab0-9109-f8835f719817.CBKG2C9JVFNUBBHH.SEARCH&ppt=None&ppn=None&ssid=6z6qcgjyv40000001687547504256&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/xif0q/combo-kit/z/a/t/ayurvedic-hair-oil-110-ml-with-tru-heater-biotin-shampoo-200ml-original-imagnm4cprcagvnf.jpeg?q=70,"This amazing combo is loaded with the goodness of Natural Biotin and is free from harsh chemicals, parabens, sulphates and LLPs.  The Tru Hair Oil with Heater infuses the goodness of Ayurvedic into your hair. With novel ingredeints like hibiscus, brahmi and amala, this forumlation is made for those looking to fight hairfall! The Natural Biotin Shampoo gently cleanses the hair and boosts hair growth.  The Biotin Conditioner with shea butter keeps the hair silky, shiny and damage free. The Hair Mask with novel herbs infuses essential ingredients in every strand of hair making it healthy, lush and gorgeous.Model Number	Combo-12
Sales Package	Ayurvedic Hair Oil-110ml with Tru Heater-1:Biotin Shampoo-200ml-1:Biotin Conditioner-200ml-1:Overnight Hair Mask-200gm-1
Ideal For	Men, Women
Type	Hair Care Combo
Ingredient Type	Natural
Country of Origin	India
Net Quantity	5Pack of: 5 For: Men, Women Includes Hair Care Combo Organic Product"
WOW SKIN SCIENCE Red Onion Black Seed Oil Ultimate Hair Care Kit (Shampoo + Hair Conditioner + Hair Oil)- Net Vol  (3 Items in the set),1404.8000000000002,"Good product! effective, does as says. Shampoo has got this nice smell, has very fresh and smoothing effect on hairs. my split ends have reduced effectively. All 3 products coming in such Nice deal! :- good product nice packing I'm happy with this product awesome price thank you flipkart 💖😍 :- The best combo pack of hair oil, shampoo and conditioner. I am using the wow products from past 3 months and happy from all the products. Firstly i bought combo pack of face wash, shampoo and conditioner with apple cid vinegar nd now i m using their onion based products. Thanks Wow for the amazing products with chemical.",https://www.flipkart.com/wow-skin-science-red-onion-black-seed-oil-ultimate-hair-care-kit-shampoo-conditioner-oil-net/p/itmf2ca32bf8a2e9?pid=CBKFH5ZZRWHHCF9Q&lid=LSTCBKFH5ZZRWHHCF9QYPTCFY&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_25_997&otracker=search&fm=organic&iid=en_L%2BUkk9L7GndS6DHcqkQL3Bz60u%2BKJaxwwwWKEd55A9zy03FQ7WuPN559bUCkQse9cFOc8kU%2FmcSqMdaZy727bw%3D%3D&ppt=None&ppn=None&ssid=6z6qcgjyv40000001687547504256&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/xif0q/combo-kit/e/3/5/-original-imagnkry9qejmjhc.jpeg?q=70,"Get strong and lustrous hair with WOW Skin Science Ultimate Onion Oil Hair Kit. This kit contains Onion Oil Shampoo, Onion Oil Conditioner and Onion Hair Oil which helps to revive your tired scalp and hair. Red onion extract, black seed oil aid in rejuvenating tired scalp and weak hair. This red onion extract and black seed oil infused in the shampoo, conditioner & hair oil improves circulation to the scalp and roots. The ultimate kit works on your hair to cleanse away buildup and improve quality of strands. It helps to give strong, lustrous hair and keep it healthy. It aids in moisturizing the scalp and helps nourish the roots. Contains no parabens, sulphates, color or silicones and helps to deliver maximum benefit.Model Number	8904311902621
Sales Package	Shampoo + Hair Conditioner + Hair Oil
Ideal For	Men & Women
Type	Hair Care Combo
Country of Origin	India
Net Quantity	3Pack of: 3 For: Men & Women Includes Hair Care Combo Organic Product For Professional Care"
