ProductsName,Product Cost,Feedbacks,Link,Product_Img_Link,Details
"Bella vita organic Oil Control Shampoo for Oily Hair and Scalp, Anti Dandruff & Hair Fall Control  (200 ml)",390.4,Best product :- Very thik very good :- Received Product in good condition. Product looks as advertised. I have used the product. Product is giving fine results...,,,"The Bella Vita Organic Oil-Control Shampoo will cleanse your scalp and revitalise your hair. If you have oily hair and a greasy scalp, this shampoo is the perfect pick. It contains all-natural ingredients such as Green Tea, Tea Tree, Lemon, and Aloe Vera, which work together to reduce excess oil production on the scalp, prevent dandruff, protect the scalp, restore its pH levels, provide deep nutrition, and soothe the scalp.Applied For	Anti-dandruff, Anti-hair Fall, Nourishment & Moisturization
Hair Type	All Hair Types
Ideal For	Men & WomenAnti-dandruff, Anti-hair Fall, Nourishment & Moisturization Shampoo Ideal For: Men & Women Suitable For: All Hair Types"
KHADI NATURAL Amla & Bhringraj Hair Shampoo/Cleanser and Hair Conditioner (Combo) (Pack of 2)  (420 ml),384.0,Nice product :- Good :- Not clear tha dandruff,,,"KHADI NATURAL Amla & Bhringraj Hair Cleanser and Conditioner is a power packed combination of Ayurveda. Amla and Bhringraj are known for their strength and nourishing properties. Give your scalp the nutrients it deserves, so you can flaunt those bouncy strong hair.Applied For	Daily Care
Hair Type	All Hair Types
Composition	Amla, Reetha, Bhringraj, Haritaki, Henna, Neem, Vitamin E, Glycerin, Almond Oil
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	2
Country of Origin	INDIADaily Care Shampoo Ideal For: Men & Women Suitable For: All Hair Types Composition: Amla, Reetha, Bhringraj, Haritaki, Henna, Neem, Vitamin E, Glycerin, Almond Oil"
Wella Professionals System Professional Volumize Shampoo  (250 ml),2272.0,"A decently good product, may look slightly over priced, but then it's better to shell out a few bucks than all your hair! :- Good product :- Awesome product",,,"Weightlessly strengthening your hair as it cleanses, Wella SP Volumize Shampoo fortifies your hair without overloading it to create long lasting, light and visible volume. It’s perfect for adding a bit of oomph to fine hair. An essential component of the SP Volumize line, Wella SP Volumize Shampoo is formulated with Creatonic Complex which weightlessly strengthens fine hair for long-lasting volume. Directions of use: Massage evenly into damp hair. Rinse thoroughly.Applied For	Hair Volumizing
Hair Type	All Hair Types
Composition	Proteins
Container Type	Plastic Bottle
Ideal For	Women
pack_of	1Hair Volumizing Shampoo Ideal For: Women Suitable For: All Hair Types Formulated For: Normal Hair Composition: Proteins"
salve Hairvital Shampoo  (200 ml),526.4,"I recommend evry1 to use this shampoo, its that good. :- Nice product, reduced my hair fall :- Nice one",,,"Hairvital shampoo is endowed with good foaming properties with better wet & dry combing results. Hairvital locks-in the natural moisture of the hair making them silky and treats dry & brittle hair. It arrests hair fall thereby strengthening the hair roots. Along with cleansing, it conditions and revitalizes hair, thanks to the nourishing properties of Vitamin E, Wheat germ oil, Glycerin, Jojoba oil and Aloe vera in Hairvital shampoo which make hair healthier, richer and softer.Applied For	Daily Care
Hair Type	All Hair Types
Composition	Ingredients: On Tag
Container Type	Dispenser
Ideal For	Men
pack_of	1Daily Care Shampoo Ideal For: Men Suitable For: All Hair Types Composition: Ingredients: On Tag"
"Druvan Cosmetic Fenugreek Shampoo For Every Day Healthy and Beautiful Hair Best For Stronger, Thicker & Glossier Hair, Moisturizer & Softener for Hair | 100% Pure & Natural For Men and Women  (250 ml)",356.8,This shampoo is very good. It grows hair faster and also give shine and smoothness to hairs and give natural  look. Good quality :- Its very good :- The product contains sulphates,,,"Druvan's Natural Fenugreek Hair Shampoo Clean your scalp daily and condition your hair naturally with Druvan's Natural Hair Shampoo. This shampoo contains the goodness of 4 in 1 powder increases pigmentation of hair and preserves its natural beauty. It gives a gentle care for your hair and relive your hair from bad e?ects of synthetic detergent based shampoos. Fenugreek Hair Shampoo is an advanced hair growth and loss reduction formula with rich anti oxidants & active botanical ingredients. The shampoo helps to revive weak and damaged hair. Use the shampoo to experience the long term bene?ts & visible results. Strengthens the hair shaft Nourishes & enriches the hair follicles Controls hair fall & breakage Improves circulation in scalp Adds shine and smoothnessApplied For	Damage Repair, Anti-hair Fall, Anti-dandruff, Hair Volumizing, Hair Shine, Straightening & Smoothening, Split-ends
Hair Type	All Hair Types
Composition	DM water, fenugreek oil, glycerin, polyquaternium 7, color, fragrance
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	1
Country of Origin	IndiaDamage Repair, Anti-hair Fall, Anti-dandruff, Hair Volumizing, Hair Shine, Straightening & Smoothening, Split-ends Shampoo Ideal For: Men & Women Suitable For: All Hair Types Composition: DM water, fenugreek oil, glycerin, polyquaternium 7, color, fragrance"
"KEYA SETH AROMATHERAPY Oil Balance Shampoo, For Oily Scalp & Anti-Dandruff, Makes Hair Bouncy & Volume Boost for Thin Hair with Pro -Vitamin B5 & Essential of Lemon & Lavender.  (200 ml)",428.8,Good product in good price..I m  very much satisfying to use this shampoo..it’s best for regular hair wash n it gives volume to hair..Thank you..Keya Seth’s... :- Very good products :- Very good,,,"Give your hair renewed bounce & vitality with Keya Seth Aromatherapy Oil Balance Shampoo. It helps to maintain natural pH of the scalp; balances oil production & improves hair health. Enriched with pure essential oils & botanicals, this gentle formula leaves hair bouncy, shiny & lively. Crafted with, Lemon e.o. – Controls excess oil production, promotes healthy scalp Lavender e.o. – Stimulates hair follicles, improves blood circulation in scalp Pro Vitamin B5 – Improves hair elasticity, moisture retention & flexibility, repairs damaged hairApplied For	Nourishment & Moisturization
Hair Type	Oily Hair
Composition	D-Panthenol(Provitamin of B5),, Lavender (Essential Oil),, Lemon (Essential Oil),, Salcare Super-7(Conditioner).
Container Type	Dispenser
Ideal For	Men & Women
pack_of	1
Country of Origin	IndiaNourishment & Moisturization Shampoo Ideal For: Men & Women Suitable For: Oily Hair Composition: D-Panthenol(Provitamin of B5),, Lavender (Essential Oil),, Lemon (Essential Oil),, Salcare Super-7(Conditioner)."
"Biker's Men Shampoo for Strong, Bouncy, Smooth and Shiny Hair  (340 ml)",291.2,So amazing product kandipa vangala :- Super I like that product hair is very nice and softly :- Nice product value for money,,,"With the goodness of Whey protein and Almond, this scientifically crafted strong & bouncy shampoo will give strong and smooth hair as you drive through the day on wheels. Biker's strong and bouncy shampoo is just what you need. Whey Protein: As hair itself is made of protein, whey protein helps boost hair growth. Almond: It is the best source of magnesium and other vital nutrients that nourishes hair follicles. It nourishes and strengthens the hair from its roots. It prevents dandruff and hair damage and promotes hair growth. 2 in 1 Shampoo + Conditioner gives strong, smooth, shiny and bouncy hair with Long Lasting Conditioning. Apply Shampoo onto wet hair, massage gently onto scalp, develop lather and rinse well. Hair Strengthening Shampoo for Men. Country of Origin: India.Applied For	Straightening & Smoothening
Hair Type	All Hair Types
Composition	Water, Sodium Laureth Sulfate, Polydimethylsiloxane, Glycol Distearate,Cocamide MEA, Fragrance, Sodium Chloride,Polyquaternium-116, Butylene Glycol, PEG-7 GlycerylCocoate, Glycerin, Cocamidopropyl Betaine, Menthol, Carbomer, Guar HydroxypropyltrimoniumChloride,PEG-45M,DMDM Hydantoin,Soyethyl Morpholinium Ethosulfate,Whey Protein, Hydrolysed Almond Protein,Mentha Arvensis (Mint) Extract, Aloe Barbadensis (Aloe) Extract,Panthenol, Citric Acid, Disodium EDTA , Sodium Hydroxide, Mica and Titanium Dioxide , BHT.
Container Type	Dispenser
Ideal For	Men
pack_of	1
Country of Origin	IndiaStraightening & Smoothening Shampoo Ideal For: Men Suitable For: All Hair Types Composition: Water, Sodium Laureth Sulfate, Polydimethylsiloxane, Glycol Distearate,Cocamide MEA, Fragrance, Sodium Chloride,Polyquaternium-116, Butylene Glycol, PEG-7 GlycerylCocoate, Glycerin, Cocamidopropyl Betaine, Menthol, Carbomer, Guar HydroxypropyltrimoniumChloride,PEG-45M,DMDM Hydantoin,Soyethyl Morpholinium Ethosulfate,Whey Protein, Hydrolysed Almond Protein,Mentha Arvensis (Mint) Extract, Aloe Barbadensis (Aloe) Extract,Panthenol, Citric Acid, Disodium EDTA , Sodium Hydroxide, Mica and Titanium Dioxide , BHT."
"Schwarzkopf Professional BC Collagen Volume Boost Micellar Shampoo, Green  (250 ml)",1592.0,Not happy :- Nice :- Very good,,,"BC collagen volume boost micellar shampoo is a purifying shampoo for fine and weak hair. The formula gently cleanses the hair and scalp, adds lightweight moisture and strength, improves body and helps to prevent static.Gently cleanses hair and scalp adds lightweight moisture Improves body and adds strength Helps to prevent staticApplied For	Scalp Cleansing
Hair Type	Normal Hair
Composition	Peptide
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	1Scalp Cleansing Shampoo Ideal For: Men & Women Suitable For: Normal Hair Composition: Peptide"
KESUDA Aloevera Amla Shampoo for better hair care  (4 L),1425.6,"Excellent and effective product for me ,very good composition, effect on hair is best, good alovera fragrance,stop my hairfall :- This product is 100% genuine  i can feel it , it give proper during 2 month , very  very good adorable product :- Superb daily care shampoo, super fast delivery I have big problem for dandruff and dryness ,this product resolve with in three month , first time I used this product and it give perfect result",,,"""KESUDA Conditioning shampoos are formulated to provide the dual benefit of a shampoo as well as conditioner. It is a sophisticated hair care product, which has a shampoo and conditioner in one. In general, using a conditioning shampoo before adding a separate conditioner help provide optimal relief for ultra dry scalp and hair. KESUDA Conditioning shampoos condition from within while cleaning and nourishing your hair. Modern day, conditioning shampoos are formulated by experts with a perfect balance of chemicals and natural ingredients like Aloevera, Amla and shikakai. Unlike other shampoos, Conditioning shampoos have proved to be extremely good for dry hair as they add to the natural oil supply and gives dry hair, shine as well as strength.""Applied For	Anti-dandruff, Anti-hair Fall, Color Protection, Daily Care, Damage Repair, Deep Conditioning, Dryness Care, Frizz Control, Hair Shine, Hair Volumizing, Nourishment & Moisturization, Restore & Renew, Scalp Cleansing, Softening & Silkening, Split-ends, Straightening & Smoothening
Hair Type	All Hair Types
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	4
Country of Origin	indiaAnti-dandruff, Anti-hair Fall, Color Protection, Daily Care, Damage Repair, Deep Conditioning, Dryness Care, Frizz Control, Hair Shine, Hair Volumizing, Nourishment & Moisturization, Restore & Renew, Scalp Cleansing, Softening & Silkening, Split-ends, Straightening & Smoothening Shampoo Ideal For: Men & Women Suitable For: All Hair Types"
KHADI MEGHDOOT AYURVEDIC CONDITIONING SAT 500 ML  (500 ml),312.0,Ok ok :- Good product 👍 :- Good shampoo,,," Meghdoot Conditioning Shampoo has a specially formulated formula for dry and damaged hair which need extra care and protection. It contains extracts of Aloevera, Neem and Amla which make hair soft and silky.Applied For	Deep Conditioning
Hair Type	All Hair Types
Composition	Gently natural extracts of Amla(Emblica officinalis) 1%, Neem(Azadirachta indica) 1%, Mehandi(lawsonia inermis) 0.5%, Brahmi(Bacopa monnieri) 0.2%, Bhringraj(Eclipta alba) 0.25%, Aloevera(Aloe barbadensis) 1%, MEthi(Trigonella foenum) 0.5% & Base Q.S.
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	1Deep Conditioning Shampoo Ideal For: Men & Women Suitable For: All Hair Types Composition: Gently natural extracts of Amla(Emblica officinalis) 1%, Neem(Azadirachta indica) 1%, Mehandi(lawsonia inermis) 0.5%, Brahmi(Bacopa monnieri) 0.2%, Bhringraj(Eclipta alba) 0.25%, Aloevera(Aloe barbadensis) 1%, MEthi(Trigonella foenum) 0.5% & Base Q.S."
WHEEZAL ARNICA HAIR N SCALP 500 ML  (500),480.0,"Good product.i am using it for last three months but didn't see any significant difference,bt one thing is good which is its homeopathy product so less indulgence of chemicals. :- I like the product very much and also I want to say that the scalp is very useful for our hair thank you flipkart :- Good quality",,,"Arnica Hair n Scalp Treatment shampoo for silky, soft and manageable hair. Indicated for Hair loss, Premature graying, Dandruff.Applied For	Anti-hair Fall, Damage Repair, Nourishment & Moisturization, Split-ends, Anti-dandruff, Scalp Cleansing, Hair Volumizing
Hair Type	All Hair Types
Composition	ARNICA, JABORANDI
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	1Anti-hair Fall, Damage Repair, Nourishment & Moisturization, Split-ends, Anti-dandruff, Scalp Cleansing, Hair Volumizing Shampoo Ideal For: Men & Women Suitable For: All Hair Types Composition: ARNICA, JABORANDI"
KESUDA Advanced Shampoo with Pure Aloevera & Amla extract  (1 L),558.4,"Excellent and effective product for me ,very good composition, effect on hair is best, good alovera fragrance,stop my hairfall :- This product is 100% genuine  i can feel it , it give proper during 2 month , very  very good adorable product :- Superb daily care shampoo, super fast delivery I have big problem for dandruff and dryness ,this product resolve with in three month , first time I used this product and it give perfect result",,,"""KESUDA Conditioning shampoos are formulated to provide the dual benefit of a shampoo as well as conditioner. It is a sophisticated hair care product, which has a shampoo and conditioner in one. In general, using a conditioning shampoo before adding a separate conditioner help provide optimal relief for ultra dry scalp and hair. KESUDA Conditioning shampoos condition from within while cleaning and nourishing your hair. Modern day, conditioning shampoos are formulated by experts with a perfect balance of chemicals and natural ingredients like Aloevera, Amla and shikakai. Unlike other shampoos, Conditioning shampoos have proved to be extremely good for dry hair as they add to the natural oil supply and gives dry hair, shine as well as strength.""Applied For	Deep Conditioning, Dryness Care, Color Protection, Hair Shine
Hair Type	All Hair Types
Composition	Amla & Aloevera Extract, cdea, cabp,DM water, Preservative , Perfume & Colour, sodium lauryl ether sulphte,
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	1
Country of Origin	indiaDeep Conditioning, Dryness Care, Color Protection, Hair Shine Shampoo Ideal For: Men & Women Suitable For: All Hair Types Composition: Amla & Aloevera Extract, cdea, cabp,DM water, Preservative , Perfume & Colour, sodium lauryl ether sulphte,"
